Metric,Lambda,Success,MetricDistance,L2Distance,Run,Example
WassersteinAproximation-reg=5,100,True,1.0353641510009766,8.798789978027344,3,5
WassersteinAproximation-reg=5,100,True,0.7705724239349365,6.139594078063965,3,6
WassersteinAproximation-reg=5,100,True,1.5109654664993286,8.313544273376465,3,7
WassersteinAproximation-reg=5,100,True,0.6624781489372253,5.946089744567871,3,8
WassersteinAproximation-reg=5,100,True,1.6260088682174683,10.206315040588379,3,9
WassersteinAproximation-reg=5,100,True,1.1793290376663208,6.604038715362549,3,10
WassersteinAproximation-reg=5,100,True,1.3375285863876343,7.936776161193848,3,11
WassersteinAproximation-reg=5,100,True,1.1210659742355347,7.02606201171875,3,12
WassersteinAproximation-reg=5,100,True,1.2429152727127075,7.36484956741333,3,13
WassersteinAproximation-reg=5,100,True,1.1339184045791626,7.057967662811279,3,14
WassersteinAproximation-reg=5,100,True,2.063642978668213,8.562233924865723,3,15
WassersteinAproximation-reg=5,100,True,0.945972204208374,5.8135809898376465,3,16
WassersteinAproximation-reg=5,100,True,1.5732860565185547,9.25544548034668,3,17
WassersteinAproximation-reg=5,100,True,0.7595433592796326,6.052036762237549,3,18
WassersteinAproximation-reg=5,100,True,1.5995501279830933,9.316719055175781,3,19
WassersteinAproximation-reg=5,100,True,0.7338069677352905,5.4060235023498535,3,20
WassersteinAproximation-reg=5,100,True,2.0487656593322754,8.31847095489502,3,21
WassersteinAproximation-reg=5,100,True,1.4852045774459839,6.126181602478027,3,22
WassersteinAproximation-reg=5,100,True,1.6180167198181152,9.668880462646484,3,23
WassersteinAproximation-reg=5,100,True,1.183905005455017,8.115547180175781,3,24
WassersteinAproximation-reg=5,100,True,1.6605552434921265,9.785484313964844,3,25
WassersteinAproximation-reg=5,100,True,1.1782361268997192,6.717774868011475,3,26
WassersteinAproximation-reg=5,100,True,1.4798929691314697,8.848062515258789,3,27
WassersteinAproximation-reg=5,100,True,0.5353960990905762,4.810561180114746,3,28
WassersteinAproximation-reg=5,100,True,1.1934016942977905,6.757973670959473,3,29
WassersteinAproximation-reg=5,100,True,1.5416206121444702,7.536606788635254,3,30
WassersteinAproximation-reg=5,100,True,1.597882628440857,8.862082481384277,3,31
WassersteinAproximation-reg=5,100,True,1.2919988632202148,6.717611789703369,3,32
WassersteinAproximation-reg=5,100,True,1.7437347173690796,9.744220733642578,3,33
WassersteinAproximation-reg=5,100,True,0.7862727642059326,7.43947696685791,3,34
WassersteinAproximation-reg=5,100,True,1.8582342863082886,10.599188804626465,3,35
WassersteinAproximation-reg=5,100,True,0.8841507434844971,5.788520336151123,3,36
WassersteinAproximation-reg=5,100,True,1.5514874458312988,7.899332523345947,3,37
WassersteinAproximation-reg=5,100,True,1.3778986930847168,7.274327754974365,3,38
WassersteinAproximation-reg=5,100,True,1.909470796585083,8.220547676086426,3,39
WassersteinAproximation-reg=5,100,True,1.052161693572998,7.230443477630615,3,40
WassersteinAproximation-reg=5,100,True,1.590867280960083,10.509156227111816,3,41
WassersteinAproximation-reg=5,100,True,1.130982518196106,6.905904769897461,3,42
WassersteinAproximation-reg=5,100,True,1.948388934135437,11.003327369689941,3,43
WassersteinAproximation-reg=5,100,True,1.4430553913116455,6.027478218078613,3,44
WassersteinAproximation-reg=5,100,True,1.326272964477539,9.33876895904541,3,45
WassersteinAproximation-reg=5,100,True,0.94963538646698,7.448996067047119,3,46
WassersteinAproximation-reg=5,100,True,1.291915774345398,6.889346122741699,3,47
WassersteinAproximation-reg=5,100,True,1.1315574645996094,7.165129661560059,3,48
WassersteinAproximation-reg=5,100,True,1.6625652313232422,9.846930503845215,3,49
WassersteinAproximation-reg=5,100,True,1.9463224411010742,8.12536334991455,3,50
WassersteinAproximation-reg=5,100,True,1.8743791580200195,9.492532730102539,3,51
WassersteinAproximation-reg=5,100,True,0.8684464693069458,6.139926433563232,3,52
WassersteinAproximation-reg=5,100,True,2.1621270179748535,8.61649227142334,3,53
WassersteinAproximation-reg=5,100,True,1.178383469581604,7.191069602966309,3,54
WassersteinAproximation-reg=5,100,True,1.5255208015441895,8.792994499206543,3,55
WassersteinAproximation-reg=5,100,True,1.3418262004852295,7.141241073608398,3,56
WassersteinAproximation-reg=5,100,True,1.4429867267608643,8.555543899536133,3,57
WassersteinAproximation-reg=5,100,True,1.1702262163162231,8.040586471557617,3,58
WassersteinAproximation-reg=5,100,True,0.9935833215713501,6.476060390472412,3,59
WassersteinAproximation-reg=5,100,True,0.9496340155601501,6.571057319641113,3,60
WassersteinAproximation-reg=5,100,True,1.7041192054748535,9.998666763305664,3,61
WassersteinAproximation-reg=5,100,True,0.5626828670501709,5.121349334716797,3,62
WassersteinAproximation-reg=5,100,True,1.9574512243270874,8.42939281463623,3,63
WassersteinAproximation-reg=5,100,True,0.6972126960754395,5.931565761566162,3,64
WassersteinAproximation-reg=5,100,True,1.6069949865341187,9.443148612976074,3,65
WassersteinAproximation-reg=5,100,True,1.2956233024597168,8.29735279083252,3,66
WassersteinAproximation-reg=5,100,True,1.0781701803207397,7.092065811157227,3,67
WassersteinAproximation-reg=5,100,True,1.4915907382965088,8.227027893066406,3,68
WassersteinAproximation-reg=5,100,True,0.640251874923706,6.542670249938965,3,69
WassersteinAproximation-reg=5,100,True,1.912465214729309,7.833086013793945,3,70
WassersteinAproximation-reg=5,100,True,0.8537775874137878,7.164416313171387,3,71
WassersteinAproximation-reg=5,100,True,1.763947606086731,8.061569213867188,3,72
WassersteinAproximation-reg=5,100,True,1.0805249214172363,6.95134973526001,3,73
WassersteinAproximation-reg=5,100,True,1.515676736831665,9.181031227111816,3,74
WassersteinAproximation-reg=5,100,True,1.2220207452774048,5.211788177490234,3,75
WassersteinAproximation-reg=5,100,True,1.362945795059204,8.463881492614746,3,76
WassersteinAproximation-reg=5,100,True,1.0724961757659912,7.379401206970215,3,77
WassersteinAproximation-reg=5,100,True,1.2943764925003052,8.575429916381836,3,78
WassersteinAproximation-reg=5,100,True,1.4908400774002075,6.891541957855225,3,79
WassersteinAproximation-reg=5,100,True,2.0753586292266846,10.407768249511719,3,80
WassersteinAproximation-reg=5,100,True,0.961450457572937,7.654706001281738,3,81
WassersteinAproximation-reg=5,100,True,2.1916396617889404,9.397838592529297,3,82
WassersteinAproximation-reg=5,100,True,1.3571816682815552,5.548226833343506,3,83
WassersteinAproximation-reg=5,100,True,1.568772315979004,9.463008880615234,3,84
WassersteinAproximation-reg=5,100,True,1.630163550376892,6.754822254180908,3,85
WassersteinAproximation-reg=5,100,True,1.488521695137024,8.285615921020508,3,86
WassersteinAproximation-reg=5,100,True,1.1474087238311768,6.907003879547119,3,87
WassersteinAproximation-reg=5,100,True,1.7858541011810303,8.991697311401367,3,88
WassersteinAproximation-reg=5,100,True,0.9539361596107483,7.229975700378418,3,89
WassersteinAproximation-reg=5,100,True,1.8700873851776123,9.882749557495117,3,90
WassersteinAproximation-reg=5,100,True,0.8257706165313721,5.368185043334961,3,91
WassersteinAproximation-reg=5,100,True,1.1790852546691895,8.120455741882324,3,92
WassersteinAproximation-reg=5,100,True,0.813459575176239,6.297140598297119,3,93
WassersteinAproximation-reg=5,100,True,1.1259845495224,8.597915649414062,3,94
WassersteinAproximation-reg=5,100,True,1.4936962127685547,8.069586753845215,3,95
WassersteinAproximation-reg=5,100,True,1.111924648284912,8.01539421081543,3,96
WassersteinAproximation-reg=5,100,True,1.2913436889648438,7.9805169105529785,3,97
WassersteinAproximation-reg=5,100,True,1.5433557033538818,8.065238952636719,3,98
WassersteinAproximation-reg=5,100,True,1.428285837173462,7.3582377433776855,3,99
WassersteinAproximation-reg=5,100,True,0.7785881757736206,5.1605916023254395,3,100
WassersteinAproximation-reg=5,10,True,1.3665425777435303,8.211458206176758,3,1
WassersteinAproximation-reg=5,10,True,1.5129249095916748,8.700230598449707,3,2
WassersteinAproximation-reg=5,10,True,1.8376810550689697,7.7958760261535645,3,3
WassersteinAproximation-reg=5,10,True,1.1757577657699585,4.948951721191406,3,4
WassersteinAproximation-reg=5,10,True,0.9682558178901672,8.613638877868652,3,5
WassersteinAproximation-reg=5,10,True,0.7254181504249573,5.6367692947387695,3,6
WassersteinAproximation-reg=5,10,True,1.4487031698226929,8.370579719543457,3,7
WassersteinAproximation-reg=5,10,True,0.6278356313705444,5.641097545623779,3,8
WassersteinAproximation-reg=5,10,True,1.6101291179656982,10.128838539123535,3,9
WassersteinAproximation-reg=5,10,True,1.1535478830337524,6.491555690765381,3,10
WassersteinAproximation-reg=5,10,True,1.3030693531036377,7.868032455444336,3,11
WassersteinAproximation-reg=5,10,True,1.1229932308197021,6.970541477203369,3,12
WassersteinAproximation-reg=5,10,True,1.0865020751953125,6.871761798858643,3,13
WassersteinAproximation-reg=5,10,True,0.9781180620193481,6.549668312072754,3,14
WassersteinAproximation-reg=5,10,True,1.9577569961547852,8.405484199523926,3,15
WassersteinAproximation-reg=5,10,True,0.8332489728927612,5.639805316925049,3,16
WassersteinAproximation-reg=5,10,True,1.4199206829071045,8.760819435119629,3,17
WassersteinAproximation-reg=5,10,True,0.6523079872131348,5.919148921966553,3,18
WassersteinAproximation-reg=5,10,True,1.6229618787765503,9.234972953796387,3,19
WassersteinAproximation-reg=5,10,True,0.684844434261322,5.436867713928223,3,20
WassersteinAproximation-reg=5,10,True,1.8739850521087646,8.013431549072266,3,21
WassersteinAproximation-reg=5,10,True,1.3893717527389526,5.884809970855713,3,22
WassersteinAproximation-reg=5,10,False,0.907671332359314,8.0072603225708,3,23
WassersteinAproximation-reg=5,10,True,1.0578138828277588,7.75253963470459,3,24
WassersteinAproximation-reg=5,10,True,1.6248102188110352,9.47369384765625,3,25
WassersteinAproximation-reg=5,10,True,0.9780510067939758,6.020629405975342,3,26
WassersteinAproximation-reg=5,10,True,1.5750470161437988,8.882771492004395,3,27
WassersteinAproximation-reg=5,10,True,0.5411615371704102,4.6913862228393555,3,28
WassersteinAproximation-reg=5,10,True,1.184685468673706,6.839362144470215,3,29
WassersteinAproximation-reg=5,10,True,1.1281661987304688,6.515023708343506,3,30
WassersteinAproximation-reg=5,10,True,1.473951816558838,8.76111125946045,3,31
WassersteinAproximation-reg=5,10,True,1.2955291271209717,6.505234241485596,3,32
WassersteinAproximation-reg=5,10,True,1.4879822731018066,9.193625450134277,3,33
WassersteinAproximation-reg=5,10,True,0.8014873266220093,6.945798873901367,3,34
WassersteinAproximation-reg=5,10,True,1.6583356857299805,10.241501808166504,3,35
WassersteinAproximation-reg=5,10,True,0.847747802734375,5.621378421783447,3,36
WassersteinAproximation-reg=5,10,True,1.4497727155685425,7.643046855926514,3,37
WassersteinAproximation-reg=5,10,True,1.1715140342712402,6.817301273345947,3,38
WassersteinAproximation-reg=5,10,True,1.7485527992248535,7.836206436157227,3,39
WassersteinAproximation-reg=5,10,True,0.9500507712364197,6.850784778594971,3,40
WassersteinAproximation-reg=5,10,True,1.5244590044021606,10.313115119934082,3,41
WassersteinAproximation-reg=5,10,True,0.9053863883018494,6.3454909324646,3,42
WassersteinAproximation-reg=5,10,True,1.9039266109466553,10.781485557556152,3,43
WassersteinAproximation-reg=5,10,True,1.4292757511138916,6.089357376098633,3,44
WassersteinAproximation-reg=5,10,True,1.402569055557251,9.619202613830566,3,45
WassersteinAproximation-reg=5,10,True,0.9028164744377136,7.232944488525391,3,46
WassersteinAproximation-reg=5,10,True,1.2503975629806519,6.704238414764404,3,47
WassersteinAproximation-reg=5,10,True,1.0534260272979736,6.8439764976501465,3,48
WassersteinAproximation-reg=5,10,True,1.703256607055664,9.857999801635742,3,49
WassersteinAproximation-reg=5,10,True,1.8160572052001953,8.101963996887207,3,50
WassersteinAproximation-reg=5,10,True,1.6382685899734497,8.271458625793457,3,51
WassersteinAproximation-reg=5,10,True,0.8006300926208496,5.890408515930176,3,52
WassersteinAproximation-reg=5,10,True,2.1400771141052246,8.548460006713867,3,53
WassersteinAproximation-reg=5,10,True,1.1125831604003906,7.055977821350098,3,54
WassersteinAproximation-reg=5,10,True,1.4500806331634521,8.613201141357422,3,55
WassersteinAproximation-reg=5,10,True,1.296075701713562,7.093696594238281,3,56
WassersteinAproximation-reg=5,10,True,1.4220027923583984,8.490911483764648,3,57
WassersteinAproximation-reg=5,10,True,1.0239925384521484,7.667870998382568,3,58
WassersteinAproximation-reg=5,10,True,0.9779607653617859,6.313186168670654,3,59
WassersteinAproximation-reg=5,10,True,0.9082072973251343,6.500313758850098,3,60
WassersteinAproximation-reg=5,10,True,1.539881706237793,9.763262748718262,3,61
WassersteinAproximation-reg=5,10,True,0.49741819500923157,5.041946887969971,3,62
WassersteinAproximation-reg=5,10,True,1.8879092931747437,8.250618934631348,3,63
WassersteinAproximation-reg=5,10,True,0.6550871729850769,5.714130401611328,3,64
WassersteinAproximation-reg=5,10,True,1.487472414970398,9.290964126586914,3,65
WassersteinAproximation-reg=5,10,True,1.1978669166564941,7.87834358215332,3,66
WassersteinAproximation-reg=5,10,True,1.0804498195648193,6.819741725921631,3,67
WassersteinAproximation-reg=5,10,True,1.4527896642684937,8.1019926071167,3,68
WassersteinAproximation-reg=5,10,True,0.5832571983337402,6.12012243270874,3,69
WassersteinAproximation-reg=5,10,True,1.8203002214431763,7.709375858306885,3,70
WassersteinAproximation-reg=5,10,True,0.734241247177124,6.42987060546875,3,71
WassersteinAproximation-reg=5,10,True,1.528335452079773,7.501351833343506,3,72
WassersteinAproximation-reg=5,10,True,1.0017119646072388,6.614464282989502,3,73
WassersteinAproximation-reg=5,10,True,1.4486267566680908,9.129172325134277,3,74
WassersteinAproximation-reg=5,10,True,1.2663699388504028,5.207891941070557,3,75
WassersteinAproximation-reg=5,10,True,1.2141178846359253,8.031007766723633,3,76
WassersteinAproximation-reg=5,10,True,0.9900768995285034,6.960783004760742,3,77
WassersteinAproximation-reg=5,10,True,1.2044235467910767,8.42876148223877,3,78
WassersteinAproximation-reg=5,10,True,1.2723227739334106,6.773523330688477,3,79
WassersteinAproximation-reg=5,10,True,1.9698058366775513,10.191478729248047,3,80
WassersteinAproximation-reg=5,10,True,0.9306750893592834,7.461491107940674,3,81
WassersteinAproximation-reg=5,10,True,2.1706981658935547,9.428817749023438,3,82
WassersteinAproximation-reg=5,10,True,1.3165273666381836,5.337388038635254,3,83
WassersteinAproximation-reg=5,10,True,1.408313512802124,9.453177452087402,3,84
WassersteinAproximation-reg=5,10,True,1.5672558546066284,6.914027690887451,3,85
WassersteinAproximation-reg=5,10,True,1.3964730501174927,8.185464859008789,3,86
WassersteinAproximation-reg=5,10,True,1.137698769569397,6.929363250732422,3,87
WassersteinAproximation-reg=5,10,True,1.766531229019165,9.155074119567871,3,88
WassersteinAproximation-reg=5,10,True,0.82484370470047,7.375861167907715,3,89
WassersteinAproximation-reg=5,10,True,1.848496913909912,9.583334922790527,3,90
WassersteinAproximation-reg=5,10,True,0.822297215461731,5.395978927612305,3,91
WassersteinAproximation-reg=5,10,True,1.0776581764221191,7.769047260284424,3,92
WassersteinAproximation-reg=5,10,True,0.7078456282615662,5.9311041831970215,3,93
WassersteinAproximation-reg=5,10,True,1.0235213041305542,8.258159637451172,3,94
WassersteinAproximation-reg=5,10,True,1.424133539199829,7.798101902008057,3,95
WassersteinAproximation-reg=5,10,True,1.1557379961013794,8.071147918701172,3,96
WassersteinAproximation-reg=5,10,True,1.153210163116455,7.525600910186768,3,97
WassersteinAproximation-reg=5,10,True,1.659895896911621,8.470242500305176,3,98
WassersteinAproximation-reg=5,10,True,1.3337392807006836,7.183414936065674,3,99
WassersteinAproximation-reg=5,10,True,0.7231136560440063,4.889923095703125,3,100
WassersteinAproximation-reg=5,1,True,1.4439208507537842,8.448868751525879,3,1
WassersteinAproximation-reg=5,1,True,1.3539270162582397,7.860328197479248,3,2
WassersteinAproximation-reg=5,1,True,1.658165693283081,7.445687294006348,3,3
WassersteinAproximation-reg=5,1,True,1.0729883909225464,4.666252613067627,3,4
WassersteinAproximation-reg=5,1,True,0.9592138528823853,8.616358757019043,3,5
WassersteinAproximation-reg=5,1,True,0.7199415564537048,5.782713413238525,3,6
WassersteinAproximation-reg=5,1,True,1.332315444946289,8.083990097045898,3,7
WassersteinAproximation-reg=5,1,True,0.578988790512085,5.434206008911133,3,8
WassersteinAproximation-reg=5,1,True,1.528883695602417,9.814105987548828,3,9
WassersteinAproximation-reg=5,1,True,0.9273985028266907,6.0201616287231445,3,10
WassersteinAproximation-reg=5,1,True,1.2594226598739624,7.617050647735596,3,11
WassersteinAproximation-reg=5,1,True,1.1098873615264893,6.847362995147705,3,12
WassersteinAproximation-reg=5,1,True,1.0463372468948364,6.869765281677246,3,13
WassersteinAproximation-reg=5,1,True,0.8774927854537964,6.62490701675415,3,14
WassersteinAproximation-reg=5,1,True,1.9653749465942383,8.380728721618652,3,15
WassersteinAproximation-reg=5,1,True,0.830058217048645,5.354389190673828,3,16
WassersteinAproximation-reg=5,1,True,1.4012962579727173,8.778192520141602,3,17
WassersteinAproximation-reg=5,1,False,0.2558969259262085,4.304767608642578,3,18
WassersteinAproximation-reg=5,1,True,1.5244026184082031,9.060039520263672,3,19
WassersteinAproximation-reg=5,1,True,0.694448709487915,5.373500823974609,3,20
WassersteinAproximation-reg=5,1,True,1.8925164937973022,8.002145767211914,3,21
WassersteinAproximation-reg=5,1,True,1.276624083518982,5.595791816711426,3,22
WassersteinAproximation-reg=5,1,False,0.9154595136642456,8.067262649536133,3,23
WassersteinAproximation-reg=5,1,True,1.1171844005584717,7.8578877449035645,3,24
WassersteinAproximation-reg=5,1,True,1.4603335857391357,9.312088012695312,3,25
WassersteinAproximation-reg=5,1,True,0.9497831463813782,5.984407424926758,3,26
WassersteinAproximation-reg=5,1,True,1.5421448945999146,8.733231544494629,3,27
WassersteinAproximation-reg=5,1,True,0.5178714990615845,4.446124076843262,3,28
WassersteinAproximation-reg=5,1,True,1.1265869140625,6.8524885177612305,3,29
WassersteinAproximation-reg=5,1,True,1.080194354057312,6.63017463684082,3,30
WassersteinAproximation-reg=5,1,True,1.2787123918533325,8.16441535949707,3,31
WassersteinAproximation-reg=5,1,True,1.2119174003601074,6.431519508361816,3,32
WassersteinAproximation-reg=5,1,True,1.451798677444458,9.19990062713623,3,33
WassersteinAproximation-reg=5,1,True,0.6958690881729126,6.677453517913818,3,34
WassersteinAproximation-reg=5,1,True,1.5718145370483398,10.170514106750488,3,35
WassersteinAproximation-reg=5,1,True,0.7905247211456299,5.228418350219727,3,36
WassersteinAproximation-reg=5,1,True,1.3531339168548584,7.4373297691345215,3,37
WassersteinAproximation-reg=5,1,True,1.181462287902832,6.770122051239014,3,38
WassersteinAproximation-reg=5,1,True,1.654428482055664,7.674222469329834,3,39
WassersteinAproximation-reg=5,1,True,0.8612739443778992,6.9419331550598145,3,40
WassersteinAproximation-reg=5,1,True,1.4750185012817383,10.15650463104248,3,41
WassersteinAproximation-reg=5,1,False,0.3908647894859314,4.3449931144714355,3,42
WassersteinAproximation-reg=5,1,True,1.6289793252944946,10.19916820526123,3,43
WassersteinAproximation-reg=5,1,True,1.2834895849227905,5.488675594329834,3,44
WassersteinAproximation-reg=5,1,True,0.9184000492095947,8.887924194335938,3,45
WassersteinAproximation-reg=5,1,True,1.011886477470398,7.263803005218506,3,46
